config,n,mdape,mape,p90_ape,median_ratio,cod,prd,mean_abs_log,rmse,score,prb
f1350_w0.45_k12-25_e11,72,0.2817915755918915,0.5404454197098645,1.5921318229323407,1.0003790173329425,54.024065913609164,1.3363397264676393,0.42139974981161155,565157.337054251,0.7016165518913188,-0.15180080471903426
f1350_w0.25_k5-15_e5,72,0.31557954667370275,0.536532659861382,1.466743495742377,0.9947960179568056,53.921052076349405,1.3036547000695144,0.43180671794963443,595181.2079904454,0.7018039470391926,-0.1367268808459272
f1350_w0.45_k12-12_e9.6,72,0.2817915755918915,0.5404542525029848,1.5643507687122653,1.0003790173329425,54.02494885826986,1.33435576049683,0.42236969867629937,564674.748710872,0.7018458430679203,-0.1521838758154046
f1800_w0.45_k16-16_e12.8,72,0.2830050681461888,0.5514690488817184,1.7154625668444567,0.9963029925925627,55.35153994134806,1.3459866873991266,0.41628976229524245,559781.1557726794,0.7050842116047106,-0.17216674510582142
f1800_w0.45_k12-25_e11,72,0.28181739394134947,0.5548532102377804,1.754562852574354,1.000321924265178,55.467464700962886,1.332328071071588,0.4236697390280271,554398.5464948211,0.7059632577071363,-0.15434168270418366
f1350_w0.45_k16-16_e12.8,72,0.2868409404917137,0.5397636970419547,1.6157982224955638,0.9922943529160686,54.375344082885114,1.3483707134768357,0.41679361687517896,574245.3467384671,0.7060482139131297,-0.17239454164793064
f1350_w0.25_k5-5_e4,72,0.3292383754252555,0.5410463023778134,1.4222684424320255,0.9959126783590835,54.32668085612373,1.3016254922219404,0.4364647653991118,601778.1491700443,0.7061362473387378,-0.13080091139387506
f1350_w0.45_k12-36_e12,72,0.2732464967039424,0.5421141909454257,1.6090404427157312,1.0040526770517721,53.98240653017813,1.3415799917124007,0.42294278201263674,572818.2992538812,0.7068450507087957,-0.15802290306988573
f1800_w0.45_k12-12_e9.6,72,0.2813741331280924,0.5562680127591855,1.7406542504142346,1.000321924265178,55.60889942183481,1.331061855878133,0.42544475671579235,554321.4700159429,0.7076164472846651,-0.15342505851867375
f1800_w0.45_k12-36_e12,72,0.2661687421497902,0.5587873832476045,1.7913283450207391,1.004219268402999,55.632640417186494,1.3395758104171644,0.42345400948581097,559377.5172694004,0.710817308881631,-0.15617171027299995
f1350_w0.6_k16-16_e12.8,72,0.2947332969501999,0.5414518127498583,1.4886002886925673,0.9745452401690533,55.42430814900532,1.3426003552555714,0.4166691017665849,562449.3876641204,0.7154261892674445,-0.16526220088424487
f900_w0.25_k5-15_e5,72,0.3231950898778607,0.5371418443266243,1.4665204831710015,0.9905239824608265,54.19212572618095,1.3047041852910575,0.4431458142784445,607748.9062286294,0.7163748974932524,-0.12323762889315053
f1800_w0.6_k12-36_e12,72,0.3100474469154646,0.5597119968989538,1.5825797866034452,0.9886499748025689,56.590426644328154,1.336258454044094,0.4243044438791922,553317.0427680595,0.7164247296562811,-0.15554678274706435
f1800_w0.6_k5-15_e5,72,0.28820335120031493,0.5647185646207029,1.335951597020421,0.9900046256649644,57.04201273215202,1.3016425655196417,0.43788871702317755,610272.5320401593,0.7173300700144469,-0.0835097644155923
f1800_w0.75_k12-36_e12,72,0.2976589075863978,0.5529468420934135,1.4711645670308526,0.9873702442269499,55.9814255947951,1.3560775436421282,0.41970211766538046,569001.3154448607,0.7183089629281274,-0.18944397496462628
f1350_w0.45_k16-48_e16,72,0.2911619599497434,0.540689308528886,1.5750281578912493,0.9699325393998197,55.63168962763312,1.348573419363032,0.41658391945136203,567206.6113597922,0.7204511756390963,-0.1748110829301084
f1800_w0.6_k16-16_e12.8,72,0.29427911973576454,0.5541774041538157,1.5679339889944255,0.9745829088119804,56.76396295863327,1.3440480463515245,0.4178442528086601,559998.081079637,0.7204699979952737,-0.16453519325880853
f1800_w0.6_k24-24_e19.2,72,0.27788214290833396,0.5536268580670171,1.5280351646905512,0.9836069316766571,56.2547061948303,1.3670657794671255,0.4155614166505281,572713.4281548501,0.7207959809267921,-0.1995144524279093
f450_w0.25_k5-5_e4,72,0.3291900234622973,0.5402850533656056,1.3588911909044359,0.9957182831169733,54.260834869307594,1.2962535139069455,0.45376455276425237,620663.1946633902,0.7213011904703934,-0.10597292514934019
