config,n,mdape,mape,p90_ape,median_ratio,cod,prd,mean_abs_log,rmse,score,prb
f400_w0.1_k24-24_e19.2,72,0.4136250300841237,26.452844355045997,11.530543736116101,1.290880167127612,2046.0095269743838,18.060111022521056,1.0520912070850723,471400.93485616724,7.74163001512502,-8.682254769820435
f400_w0.1_k48-48_e38.4,72,0.41434519660181557,26.85455150478832,11.556504320447981,1.2954717956604322,2069.552728369853,18.39456360672237,1.0516482447514979,515461.8416679177,7.810995122965537,-9.057357033971773
f0_w0.1_k48-48_e38.4,72,0.40397936697347236,26.624632881392195,11.385200786513757,1.2819331724304392,2073.9874306295305,18.44753312225744,1.0453709167166403,511484.93752726825,7.8119894357838655,-8.92652406933113
f400_w0.1_k32-32_e25.6,72,0.43101904460934504,26.85177195956055,11.683066074574866,1.291323414401646,2076.115556885838,18.13807439194432,1.0548542276576995,515679.586329701,7.821983560667504,-8.940140917221708
f0_w0.1_k32-32_e25.6,72,0.42574271305426103,26.55481183814475,11.200782968673307,1.2740490727689138,2081.343657697785,18.180769976128207,1.0486746856473828,509072.9494657216,7.8233160878117864,-8.829658043757311
f1600_w0.1_k32-32_e25.6,72,0.4998155752123076,30.162872554215028,12.798665077745333,1.478468269489126,2033.2379142250538,18.136726086646746,1.1042213769678964,573627.7122727319,7.831788935957364,-9.552117984263411
f0_w0.1_k24-24_e19.2,72,0.44200841723790896,26.139198289342254,11.490644593942614,1.2459391858678126,2095.2904112813494,18.22408034398617,1.0434689701238131,458032.14957762294,7.84301171186249,-8.531673306785397
f800_w0.1_k24-24_e19.2,72,0.41447075135380407,28.159884140365925,12.146180117153001,1.3519573145655053,2078.500684248493,17.990322484410065,1.076217343160546,580861.5595678886,7.868162743090039,-8.496512502686468
f800_w0.1_k32-32_e25.6,72,0.4414809808954788,28.12830567916888,11.94135740067837,1.3414438506205046,2092.400647348556,17.98326581645841,1.073082550346602,603381.7363832775,7.895678260195042,-8.932026791231479
f1200_w0.1_k32-32_e25.6,72,0.46630103184749894,29.511537111400376,12.520429204032897,1.413365836736176,2082.4768926524557,18.27395744510547,1.0877245087656533,593936.7568458637,7.91964220732834,-9.126597039116472
f1600_w0.1_k48-48_e38.4,72,0.4987481396898178,30.859672492232708,13.444720999971517,1.481348036411007,2075.8598466751337,18.59551644456605,1.1092127456862064,592519.1859756169,7.956798866836136,-9.348361334848393
f400_w0.25_k24-24_e19.2,72,0.37217905416704966,28.059156465869492,13.626830806323305,1.29835862724196,2157.760126848199,19.354540116772995,1.0415886036986421,426108.7729291784,8.048002868622271,-8.774731288045453
f800_w0.1_k48-48_e38.4,72,0.42297908021520525,29.197070393488428,11.989442956747018,1.3522852809419112,2154.4656634216517,18.991662434553312,1.074183863691576,568945.0297545088,8.083246035045162,-8.750394745114058
f1600_w0.1_k24-24_e19.2,72,0.4731485548881914,31.094246866624037,13.571738616230107,1.4525203188689386,2133.4937043612103,18.264210541586785,1.111270387674321,651545.3011414652,8.08412646626913,-8.878966453553561
f1200_w0.1_k48-48_e38.4,72,0.4620642764288503,30.20945738955571,12.817911209230623,1.4056622074053902,2143.2136926849867,18.890654264227148,1.089780298809283,586948.9884272508,8.087402445591376,-9.083724512859495
f0_w0.25_k24-24_e19.2,72,0.3793660586150114,27.835282336243168,13.580673772582909,1.2743808501639857,2181.1592333370163,19.46961155013361,1.0345535513418729,417413.58032481,8.093109295152022,-8.494788849604074
f1600_w0.1_k16-48_e16,72,0.47168030548693174,31.495596927524016,14.231228538586718,1.4716803054869319,2132.6384265857914,18.699948017343615,1.1150597870500303,602806.2200169369,8.104118632005454,-8.593191500910972
f800_w0.1_k16-48_e16,72,0.46228719599720575,29.05080523709283,13.44567835374269,1.3363366167015247,2169.154437226058,18.76647764283691,1.0755096886874023,546902.9825765627,8.109397869800647,-7.86211773952034
f1200_w0.1_k24-24_e19.2,72,0.393840066223578,29.942167116890396,12.923336447985807,1.3755367308752104,2171.129040330747,18.5193906749599,1.0897987418455761,589958.1993162547,8.136452508890454,-8.748768941622412
f400_w0.1_k16-16_e12.8,72,0.4583268404265817,27.735435373346654,13.744255407980116,1.2588815956598145,2200.5521543213304,19.378769722600886,1.0490494905458168,388402.4283641857,8.147630789820488,-7.4655236919126615
f1200_w0.1_k16-48_e16,72,0.43249778161816055,30.016888876523907,14.158859393838938,1.37456721894455,2177.232663436952,18.62029783545647,1.089911018673708,554907.9567761176,8.154188276714297,-8.236698187862155
f400_w0.1_k8-8_e6.4,72,0.5020387348893299,28.06035388260488,16.0432833078385,1.278716793191541,2191.9247061694473,19.27939738267333,1.0853931363176186,426076.2820826278,8.167651952929422,-7.967059446230158
f400_w0.25_k32-32_e25.6,72,0.37821807680333613,28.009559497087665,12.432084511018708,1.2640881099228527,2212.7660890443362,19.38641594754016,1.0387282814605179,447330.5076361967,8.170105310287127,-9.11801728102376
f400_w0.1_k16-48_e16,72,0.4313011466240449,27.44558665219732,13.237289812021729,1.2369600365579996,2215.363266618539,19.243437451459993,1.0499908617734879,399905.9395851159,8.173312466891083,-7.926533030789428
f0_w0.1_k16-16_e12.8,72,0.4505226282813481,27.47675384460875,13.706908152309364,1.2357109708199376,2221.164419583795,19.53480103470959,1.0414217307274913,376291.92923996726,8.186254796036602,-7.135236221596877
f0_w0.25_k32-32_e25.6,72,0.37750873432835313,27.74539322804833,11.645745825187047,1.2458614202126022,2224.544150646834,19.559463822724844,1.0284743767478932,434480.5023015773,8.186477976740804,-8.908148560807414
f800_w0.25_k24-24_e19.2,72,0.4041657809339845,29.682255212838665,13.74788410370483,1.3467063626363682,2199.6089965673445,18.98535667751492,1.0669991309803029,555097.9640623594,8.186686552856617,-8.671137463754022
f400_w0.1_k12-12_e9.6,72,0.4769023859694596,28.503540630966015,15.163122619620626,1.2924142281451667,2202.875570587527,19.914190265085693,1.070166064284499,395107.59214724624,8.20132725088015,-6.925946276642683
