config,n,mdape,mape,p90_ape,median_ratio,cod,prd,mean_abs_log,rmse,score,prb
f300_w0.9_k5-5_e4,72,0.19752989859686443,0.44686357738924826,0.9374612389564898,0.9930073896511573,45.00103242396122,1.1525842228489913,0.33380874826347123,85125.50349086306,0.5208232017402656,-0.08835681135465294
f100_w0.9_k5-5_e4,72,0.19753273110268638,0.44687144333525414,0.9374612389564898,0.9930073896511573,45.001824557644,1.152578178852596,0.3338136875314394,85133.38008237787,0.5208274994029232,-0.08835591348451664
f200_w0.9_k5-5_e4,72,0.19753244054069158,0.44687245887152005,0.9374612389564898,0.9930073896511573,45.001926826396115,1.1525781499322256,0.3338149113615752,85132.69479879734,0.5208289663589918,-0.08835569068394368
f400_w0.9_k5-5_e4,72,0.1975259863644937,0.4468644299628777,0.9374612389564898,0.9930073896511573,45.001118281693834,1.1526040529426413,0.33380868799866525,85117.06503401473,0.5208319584946423,-0.08836477393023177
f0_w0.9_k5-5_e4,72,0.19753185699183023,0.44687931336771514,0.9374612389564898,0.9930073896511573,45.0026171028499,1.1525755832202398,0.33382222083718105,85131.37039900651,0.5208368880590036,-0.08835318485692187
f0_w0.45_k12-36_e12,72,0.24875426334890638,0.4606859756205982,0.9499531969882081,1.0070385523529688,45.746607669010764,1.1615854287383962,0.3381218364006339,99206.3068225848,0.5308882146959495,-0.08609857718473136
f100_w0.45_k12-36_e12,72,0.24877809616437307,0.46068699235792365,0.9499531969882081,1.0070555857876378,45.74593486789623,1.161585059919323,0.3381222643729223,99206.38433069871,0.5308952590280984,-0.08609827006079783
f200_w0.45_k12-36_e12,72,0.2487695285118635,0.46068722012081764,0.9499531969882081,1.0070576643590603,45.745863064755184,1.1615862936567918,0.3381228286495518,99206.25701187465,0.5308972068575826,-0.08609863683755982
f300_w0.45_k12-36_e12,72,0.24867201721837562,0.4606947807374204,0.9499528135321137,1.0070343488510385,45.74767298285739,1.1615965920437157,0.3381296440375545,99205.51851824262,0.530901403730994,-0.08610412584134966
f400_w0.45_k12-36_e12,72,0.24859471636501096,0.46085925371805303,0.9499524300799322,1.0069990714369672,45.76560860780301,1.1616435617950207,0.3382879881434664,99206.60582651835,0.5311072884421012,-0.08612255410304323
f300_w0.6_k8-24_e8,72,0.19556322907027163,0.45989030948476345,0.8383617957361387,0.9946175863919369,46.234215210176025,1.1684057360136129,0.3350482593477435,95351.69995150177,0.5311523732694128,-0.08642055748982379
f400_w0.6_k8-24_e8,72,0.1955643844954642,0.4598898986849142,0.8383616223850977,0.994497605470409,46.238842308222864,1.1684237303035099,0.3350483547843183,95340.71453868248,0.531232055491734,-0.08643114585091768
f100_w0.666667_k12-12_e9.6,72,0.20646985014172237,0.46305317025170073,0.8762688746896101,1.001825493587095,46.220940993796404,1.1814483406828113,0.3314809726799083,91079.19513620512,0.5313157864573811,-0.09254352679226566
f200_w0.666667_k12-12_e9.6,72,0.20646863723607484,0.46305348201996643,0.8762688746896101,1.001825493587095,46.22097211381359,1.1814506889236098,0.3314818912482985,91078.02081361163,0.5313177766223198,-0.0925445232315051
f0_w0.666667_k12-12_e9.6,72,0.20646621118599,0.46305653564884786,0.8762688746896101,1.001825493587095,46.22127692027947,1.1814512998883977,0.3314852815390188,91076.58708784496,0.5313221874946428,-0.09254407873796704
f400_w0.666667_k12-12_e9.6,72,0.20643951852731451,0.46304730852096004,0.8762688379521836,1.001825493587095,46.220355888827704,1.181489385944486,0.33147725488614305,91061.32779161874,0.5313279763385171,-0.09256062213688998
f300_w0.666667_k12-12_e9.6,72,0.20645650383283165,0.463057586045958,0.8762688563207776,1.0018252577365132,46.22139265006884,1.1814698323474593,0.3314864865693886,91070.60936225601,0.531331407168102,-0.09255307603088841
f200_w0.6_k8-24_e8,72,0.19556241368373545,0.45990074727011215,0.8383619690889456,0.9942736772157532,46.24963602361545,1.1683843549166835,0.3350572326865179,95361.05099782032,0.5313636638931333,-0.0864240054674802
f100_w0.6_k8-24_e8,72,0.19556233183739163,0.4599010435018634,0.8383619690889456,0.9942629808601773,46.25008351744449,1.1683823557246937,0.3350569338898266,95362.1418471376,0.5313690073018211,-0.08642370917042948
f0_w0.6_k8-24_e8,72,0.195562577208219,0.4599049350077983,0.8383619690889456,0.9941629253029045,46.255225679888945,1.1683844947397983,0.33506178377507534,95359.37083365452,0.53143794694392,-0.08642773302480312
f0_w0.666667_k12-36_e12,72,0.20040101335541616,0.4711181284155788,0.9152031003204367,1.0022395106290658,47.006541192920714,1.1686524299832886,0.33547781274334637,100373.42562727834,0.5320383269414245,-0.08584112772749213
f100_w0.666667_k12-36_e12,72,0.20040101335541616,0.4711144017677608,0.9152031003204367,1.0023389427232063,47.00150634552947,1.1686515922747933,0.33547329474787396,100374.43730280086,0.5320704659152133,-0.08583758365772459
f200_w0.666667_k12-36_e12,72,0.20040101335541616,0.4711151778645748,0.9152031003204367,1.0023389427232063,47.001583774109854,1.1686530422343842,0.33547462444488774,100373.85499908167,0.532072609539095,-0.08583816044915415
f300_w0.666667_k12-36_e12,72,0.2004017161807402,0.47111994119876793,0.915203091495056,1.002386946008551,46.999808115492854,1.168665924857189,0.3354794414215904,100371.77616624928,0.5321024441404332,-0.08584218370643917
f400_w0.6_k24-24_e19.2,72,0.21483591204635777,0.4640772185394009,0.9419059023706411,1.0249980584830904,45.235735889994594,1.1512648350288979,0.3366332176262587,98638.99370234917,0.5324985138255858,-0.0844686620275524
f100_w0.75_k12-36_e12,72,0.23048474573458066,0.4626451039804822,0.9896721331126791,0.9994880682822352,46.28820679926721,1.178261950566151,0.33456341679916535,88225.79065705022,0.5325601799024816,-0.0933989749528395
