purpose_antes,config_antes,fold_antes,row_excel,date_antes,group_antes,tile_antes,bairro_antes,area_antes,actual_antes,predicted_antes,k_antes,effective_antes,floor_antes,n_train_antes,discount_antes,error_antes,purpose_depois,config_depois,fold_depois,date_depois,group_depois,tile_depois,bairro_depois,area_depois,actual_depois,predicted_depois,k_depois,effective_depois,floor_depois,n_train_depois,discount_depois,error_depois
TERRENO,baseline,teste_reservado,160803,2026-08-10,747211,-3346|-4933,nonoai,255.0,250000.0,527260.1664794418,12,11.920040796330907,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-10,747211,-3346|-4933,nonoai,255.0,250000.0,527260.1664794418,12,11.920040796330907,200.0,97,0.0,
TERRENO,baseline,teste_reservado,161796,2026-08-10,100091365,-3352|-4931,campo novo,300.0,204000.0,406757.5755449608,12,11.942118122821295,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-10,100091365,-3352|-4931,campo novo,300.0,204000.0,406757.5755449608,12,11.942118122821295,200.0,97,0.0,
TERRENO,baseline,teste_reservado,161779,2026-08-11,100055570,-3351|-4930,vila nova,865201.8,495000.0,1262214785.2762432,12,11.999996195621437,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-11,100055570,-3351|-4930,vila nova,564.53,495000.0,1184679.7764390616,12,11.99979507849579,200.0,97,0.0,
TERRENO,baseline,teste_reservado,161141,2026-08-12,5538122,-3355|-4927,restinga,590.0,550000.0,430591.88742351247,12,11.973969621877629,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-12,5538122,-3355|-4927,restinga,590.0,550000.0,430591.88742351247,12,11.973969621877629,200.0,97,0.0,
TERRENO,baseline,teste_reservado,161781,2026-08-12,520764,-3346|-4934,cristal,300.0,450000.0,433557.4740637434,12,11.993467345165838,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-12,520764,-3346|-4934,cristal,300.0,450000.0,433557.4740637434,12,11.993467345165838,200.0,97,0.0,
TERRENO,baseline,teste_reservado,162075,2026-08-12,10754407,-3353|-4931,aberta dos morr,174.0,87500.0,246417.9069430036,12,11.95229029823241,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-12,10754407,-3353|-4931,aberta dos morr,174.0,87500.0,246417.9069430036,12,11.95229029823241,200.0,97,0.0,
TERRENO,baseline,teste_reservado,161710,2026-08-13,2867788,-3350|-4936,setimo ceu,190.2,215237.6,339639.28416636446,12,11.73537808210578,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-13,2867788,-3350|-4936,setimo ceu,190.2,215237.6,339639.28416636446,12,11.73537808210578,200.0,97,0.0,
TERRENO,baseline,teste_reservado,161723,2026-08-13,5068010,-3337|-4932,navegantes,392.15,600000.0,1556528.2234832072,12,11.991513035053549,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-13,5068010,-3337|-4932,navegantes,392.15,600000.0,1556528.2234832072,12,11.991513035053549,200.0,97,0.0,
TERRENO,baseline,teste_reservado,161895,2026-08-13,11181184,-3354|-4930,hipica,409.0,220000.0,381426.5650580011,12,11.986895406215282,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-13,11181184,-3354|-4930,hipica,409.0,220000.0,381426.5650580011,12,11.986895406215282,200.0,97,0.0,
TERRENO,baseline,teste_reservado,161603,2026-08-14,100091399,-3352|-4931,campo novo,306.68,160000.0,415688.1386329384,12,11.94143531870224,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-14,100091399,-3352|-4931,campo novo,306.68,160000.0,415688.1386329384,12,11.94143531870224,200.0,97,0.0,
TERRENO,baseline,teste_reservado,161922,2026-08-17,100106506,-3341|-4921,mario quintana,19948.88,120000.0,28903883.92699446,12,11.987091655595687,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-17,100106506,-3341|-4921,mario quintana,216.51,120000.0,449789.0013413828,12,11.982756823614125,200.0,97,0.0,
TERRENO,baseline,teste_reservado,162077,2026-08-17,9513973,-3342|-4931,santana,508.0,540000.0,1902872.306270391,12,11.95904663572536,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-17,9513973,-3342|-4931,santana,508.0,540000.0,1902872.306270391,12,11.95904663572536,200.0,97,0.0,
TERRENO,baseline,teste_reservado,162376,2026-08-17,10663428,-3355|-4930,hipica,134.0,31490.35,180192.121051196,12,11.952135834514586,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-17,10663428,-3355|-4930,hipica,134.0,31490.35,180192.121051196,12,11.952135834514586,200.0,97,0.0,
TERRENO,baseline,teste_reservado,162396,2026-08-17,100064794,-3354|-4932,guaruja,420.0,68000.0,469259.5401672256,12,11.96940070583538,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-17,100064794,-3354|-4932,guaruja,84.0,68000.0,88785.48675810338,12,11.989468709641292,200.0,97,0.0,
TERRENO,baseline,teste_reservado,162118,2026-08-18,10141421,-3349|-4923,lomba pinheiro,234.0,110000.0,281760.35643818264,12,11.67713439143591,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-18,10141421,-3349|-4923,lomba pinheiro,234.0,110000.0,281760.35643818264,12,11.67713439143591,200.0,97,0.0,
TERRENO,baseline,teste_reservado,162340,2026-08-18,2274809,-3342|-4926,jardim carvalho,300.0,20000.0,282443.96938680054,12,11.840882208909669,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-18,2274809,-3342|-4926,jardim carvalho,300.0,20000.0,282443.96938680054,12,11.840882208909669,200.0,97,0.0,
TERRENO,baseline,teste_reservado,162428,2026-08-18,520756,-3346|-4934,cristal,304.0,450000.0,505255.87820616784,12,11.807995304668372,200.0,97,0.0,,TERRENO,baseline,teste_reservado,2026-08-18,520756,-3346|-4934,cristal,304.0,450000.0,505255.87820616784,12,11.807995304668372,200.0,97,0.0,
