_row_excel,siat_finalidade_descricao,siat_area_terreno,crawler_area_terreno,__area_total_lote_efetiva,__regra_area_lote
96321,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,122.38,122.38,área da unidade negociada em condomínio
96603,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,583.94,583.94,área da unidade negociada em condomínio
96683,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9891.0,230.64,230.64,área da unidade negociada em condomínio
97402,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14921.05,756.44,756.44,área da unidade negociada em condomínio
97836,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14921.05,220.8,220.8,área da unidade negociada em condomínio
97880,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,1378.88,1378.88,área da unidade negociada em condomínio
98086,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,554.02,554.02,área da unidade negociada em condomínio
98110,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,110.0,110.0,área da unidade negociada em condomínio
98501,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,583.94,583.94,área da unidade negociada em condomínio
98693,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,45350.0,112.69,112.69,área da unidade negociada em condomínio
98694,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,2872.3,177.8,177.8,área da unidade negociada em condomínio
98751,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,1419.04,1419.04,área da unidade negociada em condomínio
99277,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,1419.04,1419.04,área da unidade negociada em condomínio
99454,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,142.61,142.61,área da unidade negociada em condomínio
99570,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,552.18,552.18,área da unidade negociada em condomínio
99779,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,559.1,559.1,área da unidade negociada em condomínio
99780,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,166.2,166.2,área da unidade negociada em condomínio
100018,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,142.61,142.61,área da unidade negociada em condomínio
100356,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,142.61,142.61,área da unidade negociada em condomínio
100500,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,2872.3,177.8,177.8,área da unidade negociada em condomínio
101067,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,142.61,142.61,área da unidade negociada em condomínio
101088,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,598.71,598.71,área da unidade negociada em condomínio
101364,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,2872.3,177.8,177.8,área da unidade negociada em condomínio
102074,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1426987.0,500.0,500.0,área da unidade negociada em condomínio
102400,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,905.11,905.11,área da unidade negociada em condomínio
103185,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,321.55,321.55,área da unidade negociada em condomínio
104494,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1426987.0,1012.5,1012.5,área da unidade negociada em condomínio
105251,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6958.0,191.48,191.48,área da unidade negociada em condomínio
105353,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,232.38,232.38,área da unidade negociada em condomínio
105681,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,232.38,232.38,área da unidade negociada em condomínio
105682,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,321.55,321.55,área da unidade negociada em condomínio
105886,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14921.05,217.89,217.89,área da unidade negociada em condomínio
106644,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14921.05,275.98,275.98,área da unidade negociada em condomínio
106657,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14921.05,217.89,217.89,área da unidade negociada em condomínio
106798,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,905.11,905.11,área da unidade negociada em condomínio
107048,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13501.82,377.16,377.16,área da unidade negociada em condomínio
107241,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6958.0,202.35,202.35,área da unidade negociada em condomínio
107434,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,265.51,265.51,área da unidade negociada em condomínio
107466,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,661.04,661.04,área da unidade negociada em condomínio
107472,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14921.05,220.8,220.8,área da unidade negociada em condomínio
108173,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,171.0,171.0,área da unidade negociada em condomínio
108296,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13501.82,202.36,202.36,área da unidade negociada em condomínio
108365,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,8768.0,0.0,,área da unidade em condomínio ausente
108369,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,565.08,565.08,área da unidade negociada em condomínio
108478,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,110.0,110.0,área da unidade negociada em condomínio
108883,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1426987.0,1007.44,1007.44,área da unidade negociada em condomínio
108947,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,572.45,572.45,área da unidade negociada em condomínio
108948,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,566.24,566.24,área da unidade negociada em condomínio
109024,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,238.04,238.04,área da unidade negociada em condomínio
109179,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,204.88,204.88,área da unidade negociada em condomínio
109182,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14921.05,206.99,206.99,área da unidade negociada em condomínio
109953,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,110.0,110.0,área da unidade negociada em condomínio
110151,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1426987.0,1000.0,1000.0,área da unidade negociada em condomínio
110440,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,21706.54,856.21,856.21,área da unidade negociada em condomínio
111125,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,512.45,512.45,área da unidade negociada em condomínio
111126,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,541.14,541.14,área da unidade negociada em condomínio
111132,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,204.88,204.88,área da unidade negociada em condomínio
111795,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,110.0,110.0,área da unidade negociada em condomínio
112073,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,97.0,97.0,área da unidade negociada em condomínio
112221,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9891.0,272.54,272.54,área da unidade negociada em condomínio
112283,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,7085.42,246.86,246.86,área da unidade negociada em condomínio
112574,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,397.06,397.06,área da unidade negociada em condomínio
112590,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,275.84,275.84,área da unidade negociada em condomínio
112871,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,20219.0,180.0,180.0,área da unidade negociada em condomínio
113118,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9891.0,272.54,272.54,área da unidade negociada em condomínio
113417,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,44454.0,203.41,203.41,área da unidade negociada em condomínio
113460,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,397.06,397.06,área da unidade negociada em condomínio
114153,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,30761.63,154.0,154.0,área da unidade negociada em condomínio
114765,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,21706.54,856.21,856.21,área da unidade negociada em condomínio
115150,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6958.0,191.49,191.49,área da unidade negociada em condomínio
115171,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6958.0,191.49,191.49,área da unidade negociada em condomínio
115391,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,44454.0,190.14,190.14,área da unidade negociada em condomínio
115522,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,110.0,110.0,área da unidade negociada em condomínio
115757,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,218.54,218.54,área da unidade negociada em condomínio
115897,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,171.0,171.0,área da unidade negociada em condomínio
116067,TERRENO EM CONDOMINIO HORIZONTAL ABERTO,5069.64,147.0,147.0,área da unidade negociada em condomínio
116695,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,555.87,555.87,área da unidade negociada em condomínio
116776,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,30761.63,154.0,154.0,área da unidade negociada em condomínio
117011,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,611.39,611.39,área da unidade negociada em condomínio
117194,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,241.89,241.89,área da unidade negociada em condomínio
117372,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,162.55,162.55,área da unidade negociada em condomínio
117385,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,525.06,525.06,área da unidade negociada em condomínio
117399,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6958.0,191.49,191.49,área da unidade negociada em condomínio
118032,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,97.0,97.0,área da unidade negociada em condomínio
118695,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,483.91,483.91,área da unidade negociada em condomínio
119221,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1426987.0,1550.45,1550.45,área da unidade negociada em condomínio
120003,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,321.55,321.55,área da unidade negociada em condomínio
120111,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,1586.7,1586.7,área da unidade negociada em condomínio
120265,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14921.05,217.89,217.89,área da unidade negociada em condomínio
120371,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,525.06,525.06,área da unidade negociada em condomínio
120501,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,265.51,265.51,área da unidade negociada em condomínio
121003,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,110.0,110.0,área da unidade negociada em condomínio
121052,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,204.88,204.88,área da unidade negociada em condomínio
121053,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,204.88,204.88,área da unidade negociada em condomínio
121198,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9093.0,105.53,105.53,área da unidade negociada em condomínio
121204,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9093.0,105.53,105.53,área da unidade negociada em condomínio
121205,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9093.0,105.53,105.53,área da unidade negociada em condomínio
121207,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9093.0,105.53,105.53,área da unidade negociada em condomínio
121445,TERRENO EM CONDOMINIO HORIZONTAL ABERTO,5069.64,136.8,136.8,área da unidade negociada em condomínio
122331,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,1712.7,1712.7,área da unidade negociada em condomínio
122333,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,1712.49,1712.49,área da unidade negociada em condomínio
122547,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,218.54,218.54,área da unidade negociada em condomínio
122581,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,30761.63,154.0,154.0,área da unidade negociada em condomínio
123166,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,30761.63,164.5,164.5,área da unidade negociada em condomínio
123197,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,483.91,483.91,área da unidade negociada em condomínio
123664,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,159.05,159.05,área da unidade negociada em condomínio
123992,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,582.27,582.27,área da unidade negociada em condomínio
124255,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14921.05,150.0,150.0,área da unidade negociada em condomínio
124346,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,204.88,204.88,área da unidade negociada em condomínio
124707,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,15535.62,130.0,130.0,área da unidade negociada em condomínio
124708,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,15535.62,130.0,130.0,área da unidade negociada em condomínio
124729,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,483.91,483.91,área da unidade negociada em condomínio
124914,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14921.05,217.88,217.88,área da unidade negociada em condomínio
124917,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,204.88,204.88,área da unidade negociada em condomínio
125025,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,8923.06,166.95,166.95,área da unidade negociada em condomínio
126455,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1426987.0,1550.45,1550.45,área da unidade negociada em condomínio
127178,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,18381.0,184.38,184.38,área da unidade negociada em condomínio
127471,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,611.45,611.45,área da unidade negociada em condomínio
128602,TERRENOS CONDOMINIO HORIZ ABERTO SEM AREA USO COMUM,420.0,84.0,84.0,área da unidade negociada em condomínio
128627,TERRENOS CONDOMINIO HORIZ ABERTO SEM AREA USO COMUM,5760.0,21495.09,21495.09,área da unidade negociada em condomínio
128796,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1426987.0,1007.44,1007.44,área da unidade negociada em condomínio
129303,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,162.5,162.5,área da unidade negociada em condomínio
129815,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,30761.63,154.0,154.0,área da unidade negociada em condomínio
129989,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,15535.62,137.5,137.5,área da unidade negociada em condomínio
129990,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,15535.62,137.5,137.5,área da unidade negociada em condomínio
129991,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,15535.62,137.5,137.5,área da unidade negociada em condomínio
129993,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,15535.62,137.5,137.5,área da unidade negociada em condomínio
130014,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13501.82,323.77,323.77,área da unidade negociada em condomínio
130201,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13501.82,323.77,323.77,área da unidade negociada em condomínio
130217,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,44454.0,300.64,300.64,área da unidade negociada em condomínio
130668,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,232.2,232.2,área da unidade negociada em condomínio
131935,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,5643.0,235.49,235.49,área da unidade negociada em condomínio
133001,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,569.19,569.19,área da unidade negociada em condomínio
133398,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,612.88,612.88,área da unidade negociada em condomínio
133403,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19729.0,293.16,293.16,área da unidade negociada em condomínio
133680,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,122.38,122.38,área da unidade negociada em condomínio
133714,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,508.85,508.85,área da unidade negociada em condomínio
133779,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,2872.3,179.75,179.75,área da unidade negociada em condomínio
134498,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1426987.0,1069.36,1069.36,área da unidade negociada em condomínio
134674,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,508.85,508.85,área da unidade negociada em condomínio
134697,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,247.88,247.88,área da unidade negociada em condomínio
134928,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1426987.0,1000.0,1000.0,área da unidade negociada em condomínio
134974,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,44454.0,244.81,244.81,área da unidade negociada em condomínio
135062,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,562.58,562.58,área da unidade negociada em condomínio
135186,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,45350.0,112.69,112.69,área da unidade negociada em condomínio
135196,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,45350.0,112.69,112.69,área da unidade negociada em condomínio
135568,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,247.88,247.88,área da unidade negociada em condomínio
135573,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,200.0,200.0,área da unidade negociada em condomínio
135902,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,2872.3,179.75,179.75,área da unidade negociada em condomínio
136369,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,110.0,110.0,área da unidade negociada em condomínio
136610,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13501.82,377.16,377.16,área da unidade negociada em condomínio
137524,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1426987.0,1062.24,1062.24,área da unidade negociada em condomínio
137903,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,8601.11,177.07,177.07,área da unidade negociada em condomínio
139424,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,1706.34,1706.34,área da unidade negociada em condomínio
139578,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,15535.62,137.5,137.5,área da unidade negociada em condomínio
139807,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,33677.6,156.86,156.86,área da unidade negociada em condomínio
140499,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,484.91,484.91,área da unidade negociada em condomínio
141427,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,15535.62,137.5,137.5,área da unidade negociada em condomínio
142096,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,1378.88,1378.88,área da unidade negociada em condomínio
142252,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,569.19,569.19,área da unidade negociada em condomínio
142456,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,569.85,569.85,área da unidade negociada em condomínio
142582,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,204.88,204.88,área da unidade negociada em condomínio
143816,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,11822.89,154.0,154.0,área da unidade negociada em condomínio
143834,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,322.31,322.31,área da unidade negociada em condomínio
143856,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9093.0,105.53,105.53,área da unidade negociada em condomínio
143857,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9093.0,105.53,105.53,área da unidade negociada em condomínio
144296,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,44454.0,300.64,300.64,área da unidade negociada em condomínio
144656,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,18381.0,184.37,184.37,área da unidade negociada em condomínio
145394,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6446.94,89.0,89.0,área da unidade negociada em condomínio
145395,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6446.94,89.2,89.2,área da unidade negociada em condomínio
145396,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6446.94,89.2,89.2,área da unidade negociada em condomínio
145401,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,142.68,142.68,área da unidade negociada em condomínio
145458,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,1378.88,1378.88,área da unidade negociada em condomínio
145760,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,11822.89,154.0,154.0,área da unidade negociada em condomínio
145807,TERRENO EM CONDOMINIO HORIZONTAL ABERTO,3459.77,228.19,228.19,área da unidade negociada em condomínio
146165,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,15535.62,298.12,298.12,área da unidade negociada em condomínio
146471,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,607.24,607.24,área da unidade negociada em condomínio
147072,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,274.28,274.28,área da unidade negociada em condomínio
147436,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,18825.0,91.24,91.24,área da unidade negociada em condomínio
148117,TERRENOS CONDOMINIO HORIZ ABERTO SEM AREA USO COMUM,35067.0,72.5,72.5,área da unidade negociada em condomínio
148382,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,204.88,204.88,área da unidade negociada em condomínio
148671,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,1805.4,1805.4,área da unidade negociada em condomínio
148681,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,685.36,685.36,área da unidade negociada em condomínio
148993,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,604.23,604.23,área da unidade negociada em condomínio
149142,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,142.68,142.68,área da unidade negociada em condomínio
149727,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,275.84,275.84,área da unidade negociada em condomínio
149903,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,15535.62,137.5,137.5,área da unidade negociada em condomínio
150271,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,1465.04,1465.04,área da unidade negociada em condomínio
150283,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,142.68,142.68,área da unidade negociada em condomínio
150904,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,5643.0,174.44,174.44,área da unidade negociada em condomínio
151070,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13501.82,434.3,434.3,área da unidade negociada em condomínio
151808,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,18381.0,184.38,184.38,área da unidade negociada em condomínio
151992,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,275.84,275.84,área da unidade negociada em condomínio
152629,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,18381.0,184.38,184.38,área da unidade negociada em condomínio
152752,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,541.13,541.13,área da unidade negociada em condomínio
152753,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,541.13,541.13,área da unidade negociada em condomínio
153356,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,589.92,589.92,área da unidade negociada em condomínio
153366,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,569.19,569.19,área da unidade negociada em condomínio
153512,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,18381.0,184.38,184.38,área da unidade negociada em condomínio
154153,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,555.87,555.87,área da unidade negociada em condomínio
154583,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6446.94,87.47,87.47,área da unidade negociada em condomínio
154699,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,26879.0,335.8,335.8,área da unidade negociada em condomínio
154791,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,925.7,925.7,área da unidade negociada em condomínio
155319,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,1435.22,1435.22,área da unidade negociada em condomínio
155583,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,4224.0,233.34,233.34,área da unidade negociada em condomínio
155751,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,925.7,925.7,área da unidade negociada em condomínio
155975,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,20219.0,180.0,180.0,área da unidade negociada em condomínio
156345,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,0.0,,área da unidade em condomínio ausente
156346,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,0.0,,área da unidade em condomínio ausente
156813,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,470010.46,470010.46,área da unidade negociada em condomínio
157123,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,30761.63,154.0,154.0,área da unidade negociada em condomínio
157979,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,887.79,887.79,área da unidade negociada em condomínio
157980,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,508.85,508.85,área da unidade negociada em condomínio
157982,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,142.68,142.68,área da unidade negociada em condomínio
158454,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,25258.11,234.18,234.18,área da unidade negociada em condomínio
158455,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,389.97,389.97,área da unidade negociada em condomínio
159626,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,25258.11,234.18,234.18,área da unidade negociada em condomínio
159636,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,25258.11,234.18,234.18,área da unidade negociada em condomínio
159922,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13501.82,434.3,434.3,área da unidade negociada em condomínio
160807,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,89985.0,359.37,359.37,área da unidade negociada em condomínio
161779,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,564.53,564.53,área da unidade negociada em condomínio
161922,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,216.51,216.51,área da unidade negociada em condomínio
162396,TERRENOS CONDOMINIO HORIZ ABERTO SEM AREA USO COMUM,420.0,84.0,84.0,área da unidade negociada em condomínio
162422,TERRENO EM CONDOMINIO HORIZONTAL ABERTO,5069.64,199.6,199.6,área da unidade negociada em condomínio
163172,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,540.8,540.8,área da unidade negociada em condomínio
163258,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,30761.63,154.0,154.0,área da unidade negociada em condomínio
163884,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,232.91,232.91,área da unidade negociada em condomínio
163955,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,276.0,276.0,área da unidade negociada em condomínio
164305,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,19948.88,204.88,204.88,área da unidade negociada em condomínio
164842,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,1419.04,1419.04,área da unidade negociada em condomínio
164845,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,502.19,502.19,área da unidade negociada em condomínio
167161,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,2872.3,177.8,177.8,área da unidade negociada em condomínio
629726,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
629734,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
629784,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
