finalidade,config,estrato,grupo,n,mdape,mape,p90_ape,median_ratio,cod,prd,mean_abs_log,rmse,score,prb
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3345|-4932,3,0.3682543114020751,0.2914911922429005,0.3732804910035535,1.368254311402075,5.916414915400778,1.0359529353826318,0.25178596654905094,55742.999521610356,0.4410057116919503,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3345|-4933,1,0.373990625,0.373990625,0.373990625,1.373990625,0.0,1.0,0.31771937063277506,37399.0625,0.4765790559491626,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3345|-4935,2,0.13804068708165818,0.13804068708165818,0.21376897017588425,0.9053396461322174,15.247392254541614,1.0222670086715602,0.15367226955851615,39874.79815667728,0.2525246625377567,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3346|-4932,2,0.18042300693433605,0.18042300693433605,0.26285853773592427,0.8969555864980148,20.11504355959941,1.0250510566848965,0.20393121232783024,61491.856394130125,0.32096449836634494,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3346|-4935,4,0.13711891230762535,0.12711096070655598,0.16467596695549916,0.8628810876923747,3.943591462444445,1.0198267589994106,0.13698829090343198,59252.858224532065,0.23040284736433436,-0.03775378083183822
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3347|-4933,1,0.29276906037854555,0.29276906037854555,0.29276906037854555,0.7072309396214544,0.0,1.0,0.34639801915095697,79925.95348334295,0.5195970287264354,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3347|-4934,7,0.12861609582202727,0.2379709819441687,0.48649655246000967,1.1280715091636258,19.473504142172878,1.06455983187113,0.20936395984732117,38717.559109059104,0.34958319822061357,-0.23727037964720007
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3347|-4935,5,0.20840007159229323,0.25773577572306844,0.4701955602529544,0.8392059292157739,24.961628362995334,1.05248500645646,0.2506586503125265,73959.84745917747,0.4262893199359083,-0.006093613180056603
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3347|-4936,3,0.2518295013220444,0.6580531158091768,1.2638223301173128,0.7944906912106439,74.20477286914914,1.5484620767121289,0.48105827018799757,173439.56352541395,1.000228322063602,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3347|-4937,1,1.3634150282013753,1.3634150282013753,1.3634150282013753,2.3634150282013753,0.0,1.0,0.8601076189236309,163609.80338416505,1.2901614283854463,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3348|-4934,2,0.19167694437516736,0.19167694437516736,0.19869131104792034,0.8083230556248326,1.0847096689780324,0.9992611391791628,0.21285231226493434,30766.370984462035,0.3223303929191015,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3348|-4935,1,0.2772867486591388,0.2772867486591388,0.2772867486591388,1.2772867486591388,0.0,1.0,0.24473810051903314,102596.09700388135,0.3671071507785497,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3348|-4936,6,0.2491127018199703,0.245707559414066,0.4447865859374058,0.8733947009742777,25.99738671904238,1.189413000125393,0.26732348143894163,226740.7575346135,0.4867307548812021,-0.2519819093999212
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3349|-4932,1,0.12937868314654022,0.12937868314654022,0.12937868314654022,1.1293786831465402,0.0,1.0,0.12166764358453028,22641.26955064453,0.1825014653767954,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3349|-4933,3,0.25562272770182615,0.31141008883549953,0.4064619541639966,0.7655642219748668,30.46966182563407,1.0924479096218505,0.3099618131666397,87673.68731678718,0.5639175371377242,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3349|-4936,2,1.4304967051104862,1.4304967051104862,2.382607504443378,2.1901384991661144,65.31535360230147,1.382763628112747,0.7807788808298919,240674.6202314304,1.4980917193881544,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3350|-4922,1,0.06829287442408316,0.06829287442408316,0.06829287442408316,1.0682928744240832,0.0,1.0,0.06606192993349688,6891.707812560679,0.09909289490024532,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3350|-4932,1,0.13550808967366168,0.13550808967366168,0.13550808967366168,0.8644919103263383,0.0,1.0,0.1456133315354975,17074.019298881365,0.21841999730324624,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3350|-4933,2,0.7658395209991316,0.7658395209991316,0.8321288919654928,0.9171382862920485,83.50316767337111,0.8070929133159399,1.2045317737995724,211425.99366254063,1.563696442122354,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3351|-4921,1,0.1506424595627458,0.1506424595627458,0.1506424595627458,0.8493575404372542,0.0,1.0,0.16327505006459725,22596.368934411876,0.24491257509689587,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3351|-4931,2,0.19158156464567727,0.19158156464567727,0.3027390995068967,0.8084184353543227,17.187500000000007,1.0304402515723268,0.22766855878505018,35279.11947186006,0.39196812308530304,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3351|-4932,2,0.6220468421448181,0.6220468421448181,0.8045166382841658,1.2280872451741844,50.65168167727292,1.3212709775526634,0.5580333697826316,59077.58974662981,0.9266885784191051,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3351|-4933,3,0.07700549190978234,0.06196732262951987,0.09397615134905679,0.9229945080902177,3.1614906940275773,1.003438250223957,0.06475014933165775,18962.719672537332,0.11443604982526137,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3353|-4933,1,0.0569367556779109,0.0569367556779109,0.0569367556779109,0.9430632443220891,0.0,1.0,0.058621931447963,14803.55647625684,0.0879328971719445,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3354|-4927,1,0.08415515890382519,0.08415515890382519,0.08415515890382519,0.9158448410961748,0.0,1.0,0.08790831610527187,13084.525736870884,0.1318624741579078,
APARTAMENTO,f2400_w0.1_k32-32_e25.6,tile,-3355|-4925,1,0.32919480703300086,0.32919480703300086,0.32919480703300086,1.3291948070330009,0.0,1.0,0.2845733506542281,29810.061277625675,0.4268600259813422,
APARTAMENTO,baseline,periodo_ou_espaco,teste_espacial,60,0.2089670620030596,0.2899747884021618,0.4916386973006231,0.8986171498003264,30.238815486249543,1.0703499227875986,0.2764770597829304,132120.97178273808,0.4395160100786804,-0.004659533914024016
APARTAMENTO,f2400_w0.1_k32-32_e25.6,periodo_ou_espaco,teste_espacial,60,0.1813481563767121,0.28082171598937117,0.42592518730187506,0.8999227898697133,29.67175912199984,1.0583735286741152,0.2581299783873599,134477.20912940634,0.4133991917805867,0.008240907238453363
CASA / RESIDÊNCIA,baseline,periodo_ou_espaco,validacao_1,90,0.3224430380698058,0.6151228211539012,1.316422739024527,1.1161027680261182,54.200950331377584,1.6043261480850162,0.43559630530894633,840822.0194495337,0.8623720655157313,-0.2885410341934717
CASA / RESIDÊNCIA,baseline,periodo_ou_espaco,validacao_2,90,0.28634250364767166,0.5241555501329656,1.633781543151795,1.0550672573545556,49.269104096829366,1.1849056912664406,0.39471113891176063,471102.9687749009,0.6295177501207503,-0.05722543021276727
CASA / RESIDÊNCIA,baseline,periodo_ou_espaco,validacao_3,90,0.298637439503037,0.4676240638699118,1.1302939500135323,1.0501513097314166,44.17738971095266,1.1913238884930943,0.38089429905688466,414733.2180699582,0.6033375025210238,-0.07885985964714189
CASA / RESIDÊNCIA,f0_w0.25_k5-15_e5,periodo_ou_espaco,validacao_1,90,0.3376124729732222,0.5309315967286555,1.2086199655131622,1.0479548365006561,50.46866947262808,1.4743139041389042,0.40769134932878404,768507.5792004294,0.7513796339442863,-0.23653137924250126
CASA / RESIDÊNCIA,f0_w0.25_k5-15_e5,periodo_ou_espaco,validacao_2,90,0.22051889721254275,0.43494873480845236,1.137524487034163,1.0389765016949921,41.7267014816624,1.164229914602223,0.3457491086188699,422865.6094007449,0.545213835588688,-0.03358504203843186
CASA / RESIDÊNCIA,f0_w0.25_k5-15_e5,periodo_ou_espaco,validacao_3,90,0.25864196352915114,0.4090271515662456,0.8645351833946662,1.0245577093756504,39.85035078487279,1.1447946504355153,0.36552852200830577,395949.00256742124,0.5448975453416025,-0.06144070865249733
CASA / RESIDÊNCIA,f0_w0.25_k5-5_e4,periodo_ou_espaco,validacao_1,90,0.3344296790178899,0.5327849028752868,1.2086199655131622,1.0479548365006561,50.64551928352452,1.4760859693106612,0.40871060399010667,768874.6303064036,0.7534416318492452,-0.23881522970611652
CASA / RESIDÊNCIA,f0_w0.25_k5-5_e4,periodo_ou_espaco,validacao_2,90,0.22051889721254275,0.43418464090327136,1.137524487034163,1.0432343765763181,41.4831546140148,1.1648060300796965,0.34488867815504515,422857.3750209991,0.5460367847018089,-0.03525057717047476
CASA / RESIDÊNCIA,f0_w0.25_k5-5_e4,periodo_ou_espaco,validacao_3,90,0.2636387127980055,0.4108939972915901,0.8645351833946662,1.013984702366265,40.4995257178941,1.1448249467445824,0.36702282405424963,396283.7096378319,0.542841417854119,-0.06027286965931973
CASA / RESIDÊNCIA,f1200_w0.1_k5-5_e4,periodo_ou_espaco,validacao_1,90,0.31962484157800813,0.585840900436271,1.339935125980156,1.1191595337834808,50.769345789615514,1.4975348022494956,0.4145890180667416,815019.6976216298,0.7997115216956971,-0.20952134531017225
CASA / RESIDÊNCIA,f1200_w0.1_k5-5_e4,periodo_ou_espaco,validacao_2,90,0.2505510318680943,0.4803616828099671,1.368123274827665,1.106482002687946,42.40298931959588,1.1775691094136302,0.36292276477511104,415254.6179786343,0.60124916413825,-0.06957364231362773
CASA / RESIDÊNCIA,f1200_w0.1_k5-5_e4,periodo_ou_espaco,validacao_3,90,0.26081375101870724,0.4452405908367219,1.0675262688659626,1.0508993155235564,42.04155781453126,1.1377473115495789,0.37962215802375526,497141.59411411226,0.5740743293217871,-0.05573090154908732
CASA / RESIDÊNCIA,f1600_w0.1_k5-5_e4,periodo_ou_espaco,validacao_1,90,0.32922050966125943,0.6156714382516802,1.367675967100978,1.1721252540755627,49.85573191231577,1.4728981177102003,0.43096239224035576,822655.0104936667,0.8286269850646185,-0.19514105297457404
CASA / RESIDÊNCIA,f1600_w0.1_k5-5_e4,periodo_ou_espaco,validacao_2,90,0.29775323771511614,0.5304037707453563,1.5152080539863626,1.121264681010752,45.66320821550663,1.1938891756733885,0.3862468298220879,428827.092886081,0.6462415607137852,-0.08521766028239028
CASA / RESIDÊNCIA,f1600_w0.1_k5-5_e4,periodo_ou_espaco,validacao_3,90,0.27309269629567856,0.464837831943691,1.143419806078551,1.0802326435953487,42.3035883096305,1.1384230499338923,0.38239478771345164,511113.0880960435,0.5915639804483016,-0.05718179345453425
CASA / RESIDÊNCIA,f400_w0.25_k5-5_e4,periodo_ou_espaco,validacao_1,90,0.3372178304928758,0.5363919342314544,1.2193336290569226,1.0588293171046628,50.317668877320955,1.4909480561490673,0.40937300851615666,822539.4166904764,0.7634552191552648,-0.2377907817031839
CASA / RESIDÊNCIA,f400_w0.25_k5-5_e4,periodo_ou_espaco,validacao_2,90,0.2307968646363105,0.4453158629236855,1.1384555743493545,1.0636928499001455,41.595588874963894,1.1709593368137161,0.35162760006199145,423849.8630959041,0.5654015888349863,-0.04647602556205316
CASA / RESIDÊNCIA,f400_w0.25_k5-5_e4,periodo_ou_espaco,validacao_3,90,0.2492790105319383,0.408335302029279,0.8690898931467466,1.0200062157088285,39.95755157861529,1.1432009120074742,0.3614950920347959,397720.88883287564,0.5382094042364388,-0.05719402607436673
CASA / RESIDÊNCIA,f800_w0.25_k5-5_e4,periodo_ou_espaco,validacao_1,90,0.33853657642351587,0.5544776610702705,1.2731213470951215,1.0783200488727522,50.55922654012747,1.490435334240195,0.41453056991174725,813454.8895513987,0.7781649201049514,-0.23649749532479905
CASA / RESIDÊNCIA,f800_w0.25_k5-5_e4,periodo_ou_espaco,validacao_2,90,0.2533740347891249,0.4829409206347364,1.4259246063625248,1.0756048042957804,44.35585495294111,1.1852269870909027,0.3675236473991891,430712.32096952974,0.5998219940582,-0.05555700223009529
CASA / RESIDÊNCIA,f800_w0.25_k5-5_e4,periodo_ou_espaco,validacao_3,90,0.24825845619302167,0.4184066632491835,0.9578333665215283,1.03389249215765,40.32553308570542,1.1276877130369996,0.36380354654845665,447912.97230828827,0.541367410519596,-0.04479313471536593
CASA / RESIDÊNCIA,baseline,decil_valor,1,20,1.2088686884543973,1.8035929303559057,4.603321534192817,2.2088686884543973,51.73488597987985,1.128690794177927,0.8903634168682547,185714.0202703612,1.476470057119106,1.0380267260881815
CASA / RESIDÊNCIA,baseline,decil_valor,2,20,0.4041491969645215,0.5718769371469822,0.8480952030186534,1.0609175359282665,53.430092252801686,1.0088385809093428,0.42460024115169936,193829.84097753852,0.5921424132521975,2.0973427729647485
CASA / RESIDÊNCIA,baseline,decil_valor,3,19,0.9761055707317079,1.5091458149965054,3.1701005976703165,1.976105570731708,49.655514558658034,0.9962763378364372,0.780036937023445,497161.6043631651,1.2466050417372196,1.7177270516425016
CASA / RESIDÊNCIA,baseline,decil_valor,4,20,0.21107868613898473,0.6406467241995478,2.0391665920391304,1.065074500494247,59.362245401789174,1.0129068584297793,0.4049162705318591,312761.31261118845,0.591256396536823,1.9662663514689416
CASA / RESIDÊNCIA,baseline,decil_valor,5,19,0.2566617060805445,0.3770526691375949,1.1531780939924996,1.0880448671370846,34.228251059341396,1.002344486737102,0.30789744245769834,191996.46810957903,0.4368301343445836,1.5024863035973055
CASA / RESIDÊNCIA,baseline,decil_valor,6,20,0.23412535229277576,0.41824555239219546,0.6329643650771377,0.9682047469752884,43.05125155272903,0.9962846267581682,0.34161085288957754,318228.5708896327,0.4672559772643537,1.6054857728457776
CASA / RESIDÊNCIA,baseline,decil_valor,7,19,0.29310864318143437,0.5435093366317211,0.6574588800147306,1.1113522347248734,48.24843302055331,1.022945063981111,0.38218309858798555,644950.5836702158,0.5669358251373646,2.372431276493567
CASA / RESIDÊNCIA,baseline,decil_valor,8,20,0.2619427607509242,0.42557388252641726,0.7290176165824013,1.1599598935124544,34.80042456523101,0.98476221895916,0.32574998054078164,565008.8699860637,0.494621291447093,1.49317141856121
CASA / RESIDÊNCIA,baseline,decil_valor,9,19,0.2597666666666667,0.3082758691288037,0.5730783026324434,1.0176418985228683,30.20191568370346,1.0148875970260867,0.29443856982412353,375037.3575644703,0.38607633460047297,0.8870484490166622
CASA / RESIDÊNCIA,baseline,decil_valor,10,20,0.18544758408489925,0.28044286932680845,0.5518879401134138,0.8841341360576239,28.60462647974288,0.9936628674435318,0.32421873862382244,832809.537381957,0.4604821986489116,0.42833777737828177
CASA / RESIDÊNCIA,baseline,bairro,aberta dos morr,3,0.039555552681636685,0.26718932909577003,0.5927726889233866,1.0395555526816367,24.433917380685326,1.0620889156907711,0.2063203591376567,84929.33382030627,0.31692060893540935,
CASA / RESIDÊNCIA,baseline,bairro,auxiliadora,1,0.01764189852286835,0.01764189852286835,0.01764189852286835,1.0176418985228683,0.0,1.0,0.017488086618982053,17641.898522868403,0.02623212992847308,
CASA / RESIDÊNCIA,baseline,bairro,azenha,1,0.39967893835020696,0.39967893835020696,0.39967893835020696,0.600321061649793,0.0,1.0,0.5102906641327596,131894.0496555683,0.7654359961991394,
CASA / RESIDÊNCIA,baseline,bairro,bela vista,1,0.16084623581659874,0.16084623581659874,0.16084623581659874,0.8391537641834013,0.0,1.0,0.17536131852818265,474496.39565896615,0.263041977792274,
CASA / RESIDÊNCIA,baseline,bairro,belem novo,4,1.1142531194126661,1.14637013812359,1.8833708826730964,1.6555961349851982,69.2421366478872,1.0671021992889855,0.8302231755519093,850015.3392105335,1.2878824651786724,1.2533601624122193
CASA / RESIDÊNCIA,baseline,bairro,belem velho,1,0.9661856852457258,0.9661856852457258,0.9661856852457258,1.9661856852457258,0.0,1.0,0.6760954655080141,125604.13908194436,1.0141431982620213,
CASA / RESIDÊNCIA,baseline,bairro,boa vista,3,0.5397682946980924,0.48204735212998856,0.8268776559155708,1.5397682946980924,19.62143189146929,0.9966273272851109,0.3601754650714204,1379894.4300423753,0.6267342048567208,
CASA / RESIDÊNCIA,baseline,bairro,bom fim,1,0.2863291607354852,0.2863291607354852,0.2863291607354852,0.7136708392645148,0.0,1.0,0.33733343237352487,337868.4096678725,0.5060001485602873,
CASA / RESIDÊNCIA,baseline,bairro,bom jesus,3,0.5094657300031564,1.7630756395578713,3.6067131890561575,1.5094657300031564,105.55083814678505,1.0160907228748406,0.8677853502638074,469380.36444965104,1.3455216488134387,
CASA / RESIDÊNCIA,baseline,bairro,camaqua,3,0.3806204727578546,0.4553762685085035,0.8535969895663257,1.0136672139992124,44.474214444615185,1.0733755619221754,0.3905264696305862,156478.00796282344,0.5439035424922176,
CASA / RESIDÊNCIA,baseline,bairro,campo novo,1,1.253831950391132,1.253831950391132,1.253831950391132,2.253831950391132,0.0,1.0,0.8126318566673862,131652.35479106885,1.2189477850010793,
CASA / RESIDÊNCIA,baseline,bairro,cavalhada,3,0.3045996385190244,2.0564236068584125,4.6485598978612535,1.3045996385190244,149.84600150877864,1.8786196195349711,0.7708495332941462,234653.80014180156,1.5936812698269918,
CASA / RESIDÊNCIA,baseline,bairro,chacara pedras,2,1.3285251652085388,1.3285251652085388,2.267873053760605,2.1741848606900827,61.10451734020754,0.9243442642568322,0.7105876067517372,1417316.0615134859,1.2910111570856762,
CASA / RESIDÊNCIA,baseline,bairro,cidade baixa,2,3.3186569128528562,3.3186569128528562,4.293675069111401,4.318656912852856,28.221104846184065,1.25247256923903,1.4214475925291428,473459.02887979714,2.336032408166589,
CASA / RESIDÊNCIA,baseline,bairro,costa e silva,1,0.4455377777265581,0.4455377777265581,0.4455377777265581,1.4455377777265581,0.0,1.0,0.36848141684500857,102473.68887710839,0.5527221252675129,
CASA / RESIDÊNCIA,baseline,bairro,cristal,3,0.48144366751281087,0.7937838283759118,1.3817280730493542,1.4814436675128109,42.74901704057977,1.4718853066064599,0.5660061516312226,155245.65232739,1.0626592761918985,
CASA / RESIDÊNCIA,baseline,bairro,cristo redentor,2,2.001012661884479,2.001012661884479,3.486673550175565,3.001012661884479,61.881648616494346,1.898299035656258,0.8575602666448517,283286.2627769736,1.8822184014268095,
CASA / RESIDÊNCIA,baseline,bairro,espirito santo,1,0.10420435470775269,0.10420435470775269,0.10420435470775269,1.1042043547077527,0.0,1.0,0.09912503462724001,125045.22564930329,0.14868755194086003,
CASA / RESIDÊNCIA,baseline,bairro,farrapos,1,0.8442699920816059,0.8442699920816059,0.8442699920816059,1.844269992081606,0.0,1.0,0.6120835309467032,126640.4988122409,0.9181252964200548,
CASA / RESIDÊNCIA,baseline,bairro,floresta,2,2.1548621463357467,2.1548621463357467,3.4165363379420217,3.1548621463357467,49.989275802100494,1.1193625718136322,1.0051752469753041,569067.4055255043,1.7610005326336249,
CASA / RESIDÊNCIA,baseline,bairro,guaruja,4,0.2566384974696567,0.27784764882140567,0.3743677520966143,0.7433615025303433,22.89599952762263,1.0686726845003576,0.323445438137911,143710.03955027644,0.5621805393556846,-1.4918430540525325
CASA / RESIDÊNCIA,baseline,bairro,hipica,12,0.1483358612524306,0.22067371083856147,0.35749154039148884,0.9237849897808723,22.885985821744686,1.0819153363642362,0.20608051200954022,79353.01652759644,0.3422999062991346,-0.19163289159397348
CASA / RESIDÊNCIA,baseline,bairro,humaita,1,0.04937759378541695,0.04937759378541695,0.04937759378541695,0.950622406214583,0.0,1.0,0.0506383444776717,19751.03751416679,0.07595751671650755,
CASA / RESIDÊNCIA,baseline,bairro,independencia,1,1.2456720980925309,1.2456720980925309,1.2456720980925309,2.245672098092531,0.0,1.0,0.8090048519326318,435985.2343323858,1.2135072778989477,
CASA / RESIDÊNCIA,baseline,bairro,ipanema,7,0.3362255302746393,0.5257529065794158,1.104457501137285,1.1113522347248734,45.87613436545434,1.0461034575935786,0.40604395134311594,281137.7139016226,0.5960591732325515,0.6472808205731521
CASA / RESIDÊNCIA,baseline,bairro,jar leopoldina,1,0.20232265172609354,0.20232265172609354,0.20232265172609354,0.7976773482739065,0.0,1.0,0.2260510887652064,60292.15021437587,0.3390766331478096,
CASA / RESIDÊNCIA,baseline,bairro,jar sao pedro,1,0.14953668477103954,0.14953668477103954,0.14953668477103954,1.1495366847710395,0.0,1.0,0.1393589783882841,95703.47825346526,0.20903846758242614,
CASA / RESIDÊNCIA,baseline,bairro,jardim botanico,1,0.45244131122322506,0.45244131122322506,0.45244131122322506,1.452441311223225,0.0,1.0,0.37324580357354903,67866.19668348375,0.5598687053603235,
CASA / RESIDÊNCIA,baseline,bairro,jardim carvalho,5,0.09294424593864425,0.09447797920493776,0.16870473817920167,0.9801930533382996,9.234567574654825,0.989011514996921,0.09317357550444047,109562.07779193661,0.13178751337722366,0.02595900993284794
CASA / RESIDÊNCIA,baseline,bairro,jardim do salso,1,0.017796149033225017,0.017796149033225017,0.017796149033225017,0.982203850966775,0.0,1.0,0.017956404628442994,13347.11177491874,0.02693460694266449,
CASA / RESIDÊNCIA,baseline,bairro,jardim floresta,3,0.3642413671613691,0.46618313476148493,0.697271527589846,1.3642413671613691,12.870403311081585,1.0269773653793044,0.3712237381987113,133794.72642042613,0.5720089416335077,
CASA / RESIDÊNCIA,baseline,bairro,jardim isabel,2,2.312181357988714,2.312181357988714,2.8861458920993415,3.312181357988714,21.661122689065305,1.0120961336194685,1.1735785539280037,582984.390393005,1.832546637110405,
CASA / RESIDÊNCIA,baseline,bairro,jardim itu,3,0.2032780610027436,0.23172585346365435,0.2728821847636015,1.2032780610027436,13.626650822456845,0.9999714029679374,0.22169241362002798,146817.5947166876,0.34829811436517344,
CASA / RESIDÊNCIA,baseline,bairro,jardim lindoia,1,0.10582033401113167,0.10582033401113167,0.10582033401113167,0.8941796659888683,0.0,1.0,0.11184855533248245,74074.23380779219,0.16777283299872367,
CASA / RESIDÊNCIA,baseline,bairro,jardim sabara,4,0.11529426909670226,0.38294371362686486,0.9484670743999271,0.9638882670493338,38.44871240905768,1.1514189571839575,0.2746288545505867,171009.1793993258,0.4596381126871162,-0.24217269999194563
CASA / RESIDÊNCIA,baseline,bairro,lomba pinheiro,5,0.34623741699292276,0.48571584097256065,0.7653881549024506,1.3263683146576117,31.698750143135857,1.2964640465088222,0.43219604196858946,391108.1956325157,0.7824855229801733,-0.1236832881608155
CASA / RESIDÊNCIA,baseline,bairro,mario quintana,1,0.5022823632046564,0.5022823632046564,0.5022823632046564,0.49771763679534364,0.0,1.0,0.6977223571464471,364154.71332337585,1.0465835357196707,
CASA / RESIDÊNCIA,baseline,bairro,medianeira,1,0.44514259954845237,0.44514259954845237,0.44514259954845237,0.5548574004515476,0.0,1.0,0.5890441343727809,756742.419232369,0.8835662015591714,
CASA / RESIDÊNCIA,baseline,bairro,menino deus,2,2.6708410383667056,2.6708410383667056,4.6912473023484065,3.5255078299771263,75.7576260547983,1.8733635316766535,0.9905019149014884,277472.78116970434,2.1237759732130965,
CASA / RESIDÊNCIA,baseline,bairro,moinhos vento,1,0.09911260250122134,0.09911260250122134,0.09911260250122134,0.9008873974987787,0.0,1.0,0.10437500421293128,122404.06408900837,0.15656250631939692,
CASA / RESIDÊNCIA,baseline,bairro,mont serrat,1,0.5194654626983708,0.5194654626983708,0.5194654626983708,1.5194654626983708,0.0,1.0,0.4183586037306561,431156.33403964783,0.6275379055959841,
CASA / RESIDÊNCIA,baseline,bairro,morro santana,4,0.6209338739209301,0.940641196547124,2.1081239434978576,1.6209338739209302,56.47994754164708,1.5973189763248061,0.5266699453462356,105247.48865159626,1.14353433046504,-0.39420909069292237
CASA / RESIDÊNCIA,baseline,bairro,nonoai,2,0.36728940272980876,0.36728940272980876,0.6013597379977118,1.2925879190848788,28.415042203847985,1.1325068263987432,0.292191285132564,72527.80565925835,0.553768867478121,
CASA / RESIDÊNCIA,baseline,bairro,parque sta fe,3,0.21403762033832274,0.17261335205494863,0.2314500418393342,0.932000711388064,16.088713311636315,1.0243136158348862,0.17776774806639786,79749.88647227199,0.2652117544436394,
CASA / RESIDÊNCIA,baseline,bairro,partenon,3,0.11788949808090265,0.33146669409712864,0.7082954427460193,0.9793863447018151,33.142740596738356,0.9677119527441455,0.2548783754520621,425469.892679209,0.3645601708401188,
CASA / RESIDÊNCIA,baseline,bairro,passo da areia,4,0.7190092933372374,0.9202221800238529,1.5809221882953062,1.7190092933372374,36.33053995507183,1.1481528321106291,0.6419322715024709,258521.83692084934,1.0727098967326658,-0.19778801260239448
CASA / RESIDÊNCIA,baseline,bairro,passo pedras,4,0.8516119071635377,0.8162002622458298,1.2872071211220846,1.8516119071635377,27.60387196282202,1.3083394515321398,0.5725464675941067,286213.1573880608,1.083963797392571,-0.4110143972434532
CASA / RESIDÊNCIA,baseline,bairro,petropolis,9,0.49140581185601473,2.0232137458533295,5.260985529366004,1.3496180948898746,139.06445177219464,1.6522170698096639,0.9071251098947033,1125214.3782812373,1.6557561015307698,0.13757521452926433
CASA / RESIDÊNCIA,baseline,bairro,restinga,7,0.446701306101013,0.4966909383785489,0.7074429408048555,1.446701306101013,21.833026377896417,1.1065763280531735,0.43221191538785203,69313.15359962903,0.722072912891603,-0.9972280791856766
CASA / RESIDÊNCIA,baseline,bairro,rio branco,1,0.2193273065715633,0.2193273065715633,0.2193273065715633,1.2193273065715633,0.0,1.0,0.19829931861877292,89098.6477124056,0.2974489779281594,
CASA / RESIDÊNCIA,baseline,bairro,rubem berta,2,0.26186584052531814,0.26186584052531814,0.32058955313180165,0.7381341594746819,9.944620475273123,1.0085972429660321,0.3085990700150446,99670.64203280424,0.48955571126728503,
CASA / RESIDÊNCIA,baseline,bairro,santa tereza,6,0.22318520436325762,0.519094868726325,1.2667578781085411,1.2231852043632576,34.59796848218639,1.0775713123773392,0.3609942459097484,203328.2857267061,0.5855731689661371,-0.11919958881164518
CASA / RESIDÊNCIA,baseline,bairro,santana,6,0.3022320435286768,0.3669689449900046,0.5710632932191033,0.7379868251553093,39.22650323810691,1.1682311360233955,0.47007163761007775,653722.9041108788,0.797797926652039,0.017358483774379926
CASA / RESIDÊNCIA,baseline,bairro,santo antonio,1,0.3916153558850801,0.3916153558850801,0.3916153558850801,1.3916153558850801,0.0,1.0,0.3304651989322962,152729.98879518127,0.4956977983984443,
CASA / RESIDÊNCIA,baseline,bairro,sao geraldo,2,1.8002673736780883,1.8002673736780883,3.157775470900576,2.6968851215281093,66.75358024364125,1.267107181937036,0.8062850352439406,643981.7859871665,1.5875859564322647,
CASA / RESIDÊNCIA,baseline,bairro,sao sebastiao,1,0.07509259645619304,0.07509259645619304,0.07509259645619304,1.075092596456193,0.0,1.0,0.07240679410843247,52564.81751933519,0.1086101911626487,
CASA / RESIDÊNCIA,baseline,bairro,sarandi,11,0.21004893235319977,0.30741430846210005,0.5899493389751702,1.1495444516344306,24.427836078346022,1.1731418578521726,0.29156037538028806,203477.4405290701,0.5021555821643181,-0.0924927668830821
CASA / RESIDÊNCIA,baseline,bairro,serraria,1,0.01421291226400645,0.01421291226400645,0.01421291226400645,0.9857870877359936,0.0,1.0,0.014314883055930946,5969.423150882707,0.02147232458389642,
CASA / RESIDÊNCIA,baseline,bairro,setimo ceu,1,0.2597666666666667,0.2597666666666667,0.2597666666666667,0.7402333333333333,0.0,1.0,0.3007898271700329,241583.0,0.45118474075504933,
CASA / RESIDÊNCIA,baseline,bairro,teresopolis,4,0.13697181819988646,0.35587852431983275,0.8326167690708961,1.1369718181998865,24.49017272865949,1.0540613123275806,0.2580525758319331,205927.07424939517,0.40978753159029246,-0.07918618648803774
