purpose,config,fold,row_excel,date,group,tile,bairro,area,actual,predicted,k,effective,floor,n_train,discount,error,razao,erro_percentual_absoluto
COBERTURA,baseline,teste_reservado,160554,2026-08-10,2010933,-3338|-4928,jar sao pedro,57.8,270000.0,209706.90179080795,12,11.994139756605652,900.0,1688,0.2,,0.7766922288548442,0.22330777114515576
APARTAMENTO,baseline,teste_reservado,162246,2026-08-19,1364340,-3341|-4933,cidade baixa,22.7,140000.0,108791.55027025464,12,11.576142473483534,1200.0,96700,0.2,,0.7770825019303903,0.2229174980696097
CASA / RESIDÊNCIA,baseline,teste_reservado,166236,2026-09-11,1357239,-3341|-4932,santana,272.27,750000.0,917081.5793051271,5,5.0,800.0,16815,0.1487989829969808,,1.2227754390735028,0.22277543907350283
SALA COMERCIAL,baseline,teste_reservado,159347,2026-08-03,9007687,-3340|-4932,bom fim,38.21,182000.0,141965.08959404312,19,15.21273883425151,900.0,7886,0.2,,0.7800279648024347,0.21997203519756525
CASA / RESIDÊNCIA,baseline,teste_reservado,163155,2026-08-25,608483,-3340|-4931,rio branco,111.0,406236.0,495334.6477124056,5,5.0,800.0,16815,0.1487989829969808,,1.2193273065715633,0.2193273065715633
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159645,2026-08-05,10934995,-3340|-4931,bela vista,10.58,50000.0,39041.72762555274,7,6.436394594641457,200.0,17117,0.0374643698062107,,0.7808345525110548,0.21916544748894518
APARTAMENTO,baseline,teste_reservado,161180,2026-08-13,100074247,-3335|-4924,sarandi,47.73,190000.0,148412.332140256,25,9.025417748081331,1200.0,96700,0.2,,0.7811175375802948,0.21888246241970521
CASA / RESIDÊNCIA,baseline,teste_reservado,163509,2026-08-26,11392517,-3352|-4932,ipanema,133.35,280000.0,218713.79284293676,5,5.0,800.0,16815,0.1487989829969808,,0.7811206887247741,0.21887931127522586
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163716,2026-08-27,10231145,-3340|-4925,jardim itu,78.23,310000.0,377810.1753232426,7,6.996833783890652,200.0,17117,0.0374643698062107,,1.2187425010427182,0.2187425010427182
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,166179,2026-09-11,9427457,-3339|-4929,boa vista,10.58,35000.0,27352.500000000004,7,6.999999999999997,150.0,2612,0.2,,0.7815000000000001,0.21849999999999992
SALA COMERCIAL,baseline,teste_reservado,161007,2026-08-11,8017123,-3340|-4933,centro historic,87.46,234329.75,183326.2938099593,16,15.70856575620131,900.0,7886,0.2,,0.7823432313223536,0.21765676867764638
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163134,2026-08-25,3398951,-3339|-4931,moinhos vento,12.0,50000.0,39118.140690883294,7,5.594747297391271,150.0,2612,0.2,,0.7823628138176659,0.21763718618233407
COBERTURA,baseline,teste_reservado,164934,2026-09-02,8538719,-3348|-4936,tristeza,133.36,625000.0,489281.0419276969,14,11.528092976873868,900.0,1688,0.2,,0.782849667084315,0.21715033291568497
TERRENO,baseline,teste_reservado,161141,2026-08-12,5538122,-3355|-4927,restinga,590.0,550000.0,430591.88742351247,12,11.973969621877629,200.0,97,0.0,,0.7828943407700226,0.21710565922997738
SALA COMERCIAL,baseline,teste_reservado,166460,2026-09-15,2126532,-3340|-4934,centro historic,23.76,51500.0,62616.848683597935,17,15.649146236124638,900.0,7886,0.2,,1.2158611394873386,0.21586113948733865
TERRENO,baseline,teste_reservado,162454,2026-08-19,11733292,-3341|-4921,mario quintana,225.0,185000.0,224874.6176546129,12,11.941264806968595,200.0,97,0.0,,1.2155384738087183,0.21553847380871827
APARTAMENTO,baseline,teste_reservado,163962,2026-08-28,1045482,-3340|-4934,centro historic,113.0,285000.0,346372.5283201841,12,11.988799172143572,1200.0,96700,0.2,,1.2153422046322249,0.21534220463222487
CASA / RESIDÊNCIA,baseline,teste_reservado,159426,2026-08-03,1233378,-3354|-4933,guaruja,83.0,400000.0,313881.9178291762,5,5.0,800.0,16815,0.1487989829969808,,0.7847047945729404,0.2152952054270596
APARTAMENTO,baseline,teste_reservado,165495,2026-09-08,5062497,-3348|-4934,camaqua,36.18,150000.0,117822.0586570172,25,5.188299208388006,1200.0,96700,0.2,,0.7854803910467814,0.21451960895321864
CASA / RESIDÊNCIA,baseline,teste_reservado,162300,2026-08-17,9953876,-3337|-4921,parque sta fe,93.71,350000.0,424913.16711841297,5,5.0,800.0,16815,0.1487989829969808,,1.2140376203383227,0.21403762033832274
CASA / RESIDÊNCIA,baseline,teste_reservado,163977,2026-08-28,8790809,-3344|-4928,vila sao jose,42.0,180000.0,141615.35254409662,5,5.0,800.0,16815,0.1487989829969808,,0.7867519585783146,0.2132480414216854
APARTAMENTO,baseline,teste_reservado,162999,2026-08-24,5043719,-3340|-4935,centro historic,51.86,300000.0,236114.8337542197,12,11.111454877542634,1200.0,96700,0.2,,0.787049445847399,0.212950554152601
APARTAMENTO,baseline,teste_reservado,164716,2026-09-02,5061040,-3348|-4934,camaqua,48.41,171945.88,135700.84816899593,25,9.092574189404708,1200.0,96700,0.2,,0.7892067444069956,0.21079325559300444
CASA / RESIDÊNCIA,baseline,teste_reservado,161766,2026-08-14,100054239,-3337|-4923,sarandi,255.01,2100000.0,1658897.2420582804,5,5.0,800.0,16815,0.1487989829969808,,0.7899510676468002,0.21004893235319977
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161254,2026-08-13,9052135,-3343|-4931,partenon,12.0,40000.0,31600.570118844324,7,6.994597953142704,200.0,17117,0.0374643698062107,,0.790014252971108,0.20998574702889194
APARTAMENTO,baseline,teste_reservado,159716,2026-08-05,100165075,-3335|-4923,sta rosa lima,40.26,157977.88,124881.6790702573,12,11.999991272946154,1200.0,96700,0.2,,0.7905010440085491,0.20949895599145085
APARTAMENTO,baseline,teste_reservado,163703,2026-08-27,5999383,-3347|-4934,cavalhada,31.9,120000.0,94947.32070861434,15,11.68211521555065,1200.0,96700,0.2,,0.7912276725717862,0.20877232742821383
APARTAMENTO,baseline,teste_reservado,160307,2026-08-06,5354560,-3344|-4930,cel ap borges,42.06,100000.0,120773.79985633017,25,10.14104597403289,1200.0,96700,0.2,,1.2077379985633017,0.20773799856330166
SALA COMERCIAL,baseline,teste_reservado,164116,2026-08-27,5247047,-3338|-4927,cristo redentor,15.97,50000.0,60381.197043136366,16,15.053035584773498,900.0,7886,0.2,,1.2076239408627274,0.2076239408627274
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163002,2026-08-24,2682079,-3339|-4931,moinhos vento,18.86,80000.0,63417.98093901622,7,5.442518432268711,200.0,17117,0.0374643698062107,,0.7927247617377028,0.2072752382622972
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162998,2026-08-24,2682060,-3339|-4931,moinhos vento,18.86,80000.0,63417.98093901622,7,5.442518432268711,200.0,17117,0.0374643698062107,,0.7927247617377028,0.2072752382622972
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159484,2026-08-04,10019189,-3339|-4931,moinhos vento,10.81,65000.0,51530.7894281748,7,6.999876868799437,200.0,17117,0.0374643698062107,,0.7927813758180738,0.20721862418192616
SALA COMERCIAL,baseline,teste_reservado,163460,2026-08-26,8504016,-3338|-4931,sao joao,33.29,81000.0,97773.44726349544,20,9.972775943687598,900.0,7886,0.2,,1.2070795958456229,0.20707959584562285
APARTAMENTO,baseline,teste_reservado,166354,2026-09-14,6440223,-3342|-4931,partenon,41.32,240000.0,190482.35612206883,23,11.181911556943115,1200.0,96700,0.2,,0.7936764838419534,0.20632351615804656
APARTAMENTO,baseline,teste_reservado,163713,2026-08-27,6628710,-3338|-4923,jar leopoldina,58.53,140000.0,168812.7392042991,12,11.574603761509389,1200.0,96700,0.2,,1.205805280030708,0.20580528003070797
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,165778,2026-09-10,100037958,-3342|-4928,jardim do salso,10.58,40000.0,31790.09571428572,7,6.999999999999997,150.0,2612,0.2,,0.7947523928571429,0.20524760714285706
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,166778,2026-09-16,100037936,-3342|-4928,jardim do salso,10.58,40000.0,31790.09571428572,7,6.999999999999997,150.0,2612,0.2,,0.7947523928571429,0.20524760714285706
APARTAMENTO,baseline,teste_reservado,163064,2026-08-24,2769344,-3341|-4930,petropolis,87.0,410000.0,326069.41453136463,12,11.962532893592572,1200.0,96700,0.2,,0.7952912549545479,0.2047087450454521
SALA COMERCIAL,baseline,teste_reservado,163238,2026-08-25,100051818,-3340|-4932,bom fim,38.88,380000.0,302289.91097011464,20,8.241010761060865,900.0,7886,0.2,,0.795499765710828,0.20450023428917197
APARTAMENTO,baseline,teste_reservado,165990,2026-09-10,5660513,-3338|-4923,costa e silva,46.86,122000.0,97082.86333424212,19,11.159197178952043,1200.0,96700,0.2,,0.7957611748708371,0.20423882512916292
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166104,2026-09-11,100009890,-3347|-4934,camaqua,10.58,40000.0,31837.61372728918,7,6.968042769324165,200.0,17117,0.0374643698062107,,0.7959403431822295,0.2040596568177705
APARTAMENTO,baseline,teste_reservado,162862,2026-08-21,2736349,-3340|-4929,petropolis,152.71,1100000.0,875801.4970381123,14,11.432132356616158,1200.0,96700,0.2,,0.7961831791255566,0.20381682087444342
CASA / RESIDÊNCIA,baseline,teste_reservado,166581,2026-09-15,10161589,-3339|-4925,jardim itu,98.0,285000.0,342934.2473857819,5,5.0,800.0,16815,0.1487989829969808,,1.2032780610027436,0.2032780610027436
CASA / RESIDÊNCIA,baseline,teste_reservado,167059,2026-09-18,9930302,-3339|-4923,jar leopoldina,83.0,298000.0,237707.84978562413,6,5.882352941176471,800.0,16815,0.1487989829969808,,0.7976773482739065,0.20232265172609354
CASA / RESIDÊNCIA,baseline,teste_reservado,163063,2026-08-24,2188538,-3340|-4925,jardim itu,101.0,585000.0,467054.474044624,5,5.0,800.0,16815,0.1487989829969808,,0.7983837163155966,0.20161628368440343
APARTAMENTO,baseline,teste_reservado,159515,2026-08-04,100130362,-3337|-4925,sao sebastiao,97.02,560000.0,672828.507059561,12,11.925192160397929,1200.0,96700,0.2,,1.2014794768920731,0.20147947689207313
COBERTURA,baseline,teste_reservado,160600,2026-08-08,10387811,-3342|-4930,petropolis,105.24,385000.0,462416.8647190031,12,11.989901403807696,900.0,1688,0.2,,1.201082765503904,0.20108276550390403
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161521,2026-08-13,11565047,-3341|-4930,petropolis,26.93,50000.0,60019.61130315577,7,6.347741015938718,200.0,17117,0.0374643698062107,,1.2003922260631155,0.20039222606311546
APARTAMENTO,baseline,teste_reservado,165298,2026-09-04,100042234,-3337|-4925,sao sebastiao,51.45,310000.0,247885.3850135205,25,5.290570076125152,1200.0,96700,0.2,,0.7996302742371629,0.20036972576283707
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,160031,2026-08-05,8340714,-3340|-4929,tres figueiras,12.0,30000.0,23989.829350292574,30,3.6909118053649728,150.0,2612,0.2,,0.7996609783430858,0.2003390216569142
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165776,2026-09-10,100063475,-3344|-4933,menino deus,10.58,40000.0,31996.875244737133,7,6.640213913588861,200.0,17117,0.0374643698062107,,0.7999218811184283,0.20007811888157168
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166314,2026-09-14,8138885,-3342|-4931,santana,38.52,140000.0,111994.57460058872,7,6.839935334254164,200.0,17117,0.0374643698062107,,0.7999612471470623,0.2000387528529377
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163382,2026-08-25,100071646,-3348|-4934,cavalhada,10.58,40000.0,32000.00000928709,7,6.000000013930624,200.0,17117,0.0374643698062107,,0.8000000002321772,0.1999999997678228
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160580,2026-08-10,10482083,-3339|-4927,passo da areia,10.58,50000.0,40000.00018197632,30,4.000000395366659,200.0,17117,0.0374643698062107,,0.8000000036395264,0.1999999963604736
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160581,2026-08-10,10482091,-3339|-4927,passo da areia,10.58,50000.0,40000.00018197632,30,4.000000395366659,200.0,17117,0.0374643698062107,,0.8000000036395264,0.1999999963604736
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164128,2026-08-31,2821036,-3340|-4932,bom fim,17.78,60000.0,48008.38622996749,7,6.929614077822262,200.0,17117,0.0374643698062107,,0.8001397704994582,0.19986022950054183
SALA COMERCIAL,baseline,teste_reservado,164052,2026-08-28,8192626,-3337|-4928,passo da areia,47.0,80000.0,95853.3392642152,16,15.073144947601842,900.0,7886,0.2,,1.1981667408026901,0.19816674080269014
SALA COMERCIAL,baseline,teste_reservado,161047,2026-08-05,7007779,-3348|-4934,cavalhada,45.32,150000.0,120362.66797662462,19,15.25290707944928,900.0,7886,0.2,,0.8024177865108308,0.19758221348916916
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163851,2026-08-27,6311733,-3342|-4928,jardim do salso,98.01,410000.0,329150.07834050903,7,6.559127300713318,200.0,17117,0.0374643698062107,,0.8028050691231927,0.19719493087680728
SALA COMERCIAL,baseline,teste_reservado,166105,2026-09-11,100131140,-3337|-4925,sao sebastiao,25.6,258503.14,207566.0183138294,20,7.047309998742485,900.0,7886,0.2,,0.8029535668844463,0.1970464331155537
CASA / RESIDÊNCIA,baseline,teste_reservado,165616,2026-09-09,10006826,-3354|-4929,hipica,191.0,401087.0,322199.0300842206,6,5.952380952380952,800.0,16815,0.1487989829969808,,0.8033145678723583,0.19668543212764167
TERRENO,baseline,teste_reservado,163932,2026-08-28,11189517,-3355|-4930,hipica,191.0,250000.0,299114.41460435017,12,11.98179903298345,200.0,97,0.0,,1.1964576584174007,0.1964576584174007
CASA / RESIDÊNCIA,baseline,teste_reservado,161620,2026-08-13,119377,-3342|-4930,petropolis,218.0,888888.0,1063336.1052020027,5,5.0,800.0,16815,0.1487989829969808,,1.1962543146065676,0.19625431460656761
SALA COMERCIAL,baseline,teste_reservado,166719,2026-09-16,6832032,-3339|-4930,mont serrat,97.11,285000.0,340646.58731200086,16,15.79874688550982,900.0,7886,0.2,,1.1952511835508801,0.19525118355088011
SALA COMERCIAL,baseline,teste_reservado,161057,2026-08-11,100058815,-3342|-4933,menino deus,34.48,230000.0,274802.1305182443,17,15.368230397768423,900.0,7886,0.2,,1.1947918718184534,0.19479187181845337
APARTAMENTO,baseline,teste_reservado,166074,2026-09-11,5498457,-3337|-4925,sarandi,59.68,270000.0,217409.39298392905,14,11.402748422432907,1200.0,96700,0.2,,0.805219974014552,0.19478002598544797
COBERTURA,baseline,teste_reservado,164836,2026-09-02,8115168,-3343|-4926,partenon,114.98,265000.0,316608.08080955164,23,11.173272338392891,900.0,1688,0.2,,1.1947474747530251,0.19474747475302512
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165118,2026-09-04,100033966,-3339|-4930,mont serrat,10.58,50000.0,40262.73825569504,7,6.144128825055258,200.0,17117,0.0374643698062107,,0.8052547651139008,0.19474523488609918
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165119,2026-09-04,100033967,-3339|-4930,mont serrat,10.58,50000.0,40262.73825569504,7,6.144128825055258,200.0,17117,0.0374643698062107,,0.8052547651139008,0.19474523488609918
SALA COMERCIAL,baseline,teste_reservado,164378,2026-09-01,8577730,-3338|-4930,sao joao,44.04,156250.0,125873.18378921128,20,10.85248708446529,900.0,7886,0.2,,0.8055883762509523,0.19441162374904775
APARTAMENTO,baseline,teste_reservado,165080,2026-09-04,5967945,-3343|-4928,partenon,44.66,117900.0,140820.80863384128,25,3.6971055974032767,1200.0,96700,0.2,,1.194408894264981,0.1944088942649811
APARTAMENTO,baseline,teste_reservado,163330,2026-08-25,3901181,-3339|-4932,floresta,109.08,550000.0,443234.7184934566,25,8.515923227058542,1200.0,96700,0.2,,0.8058813063517393,0.19411869364826073
APARTAMENTO,baseline,teste_reservado,166563,2026-09-15,100129497,-3341|-4924,morro santana,47.63,270000.0,217678.3821844651,25,5.346833000772446,1200.0,96700,0.2,,0.8062162303128337,0.19378376968716626
COBERTURA,baseline,teste_reservado,166099,2026-09-09,7049439,-3340|-4931,rio branco,335.35,1220000.0,1455340.2289293285,12,11.90264283754439,900.0,1688,0.2,,1.1929018269912528,0.1929018269912528
COBERTURA,baseline,teste_reservado,165093,2026-09-03,6743862,-3343|-4934,menino deus,161.84,770000.0,621498.2665527415,12,11.955656177071273,900.0,1688,0.2,,0.8071406059126514,0.19285939408734865
APARTAMENTO,baseline,teste_reservado,160088,2026-08-06,2016877,-3342|-4931,santo antonio,66.26,240000.0,193774.924159316,12,11.159617176113697,1200.0,96700,0.2,,0.8073955173304833,0.19260448266951669
APARTAMENTO,baseline,teste_reservado,159902,2026-08-05,10571043,-3337|-4924,sarandi,66.1,327500.0,264440.77795059705,14,11.153407541870372,1200.0,96700,0.2,,0.8074527571010597,0.19254724289894032
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162062,2026-08-17,100089425,-3342|-4933,azenha,22.08,50000.0,59626.233918034464,11,5.032108722968832,200.0,17117,0.0374643698062107,,1.1925246783606893,0.19252467836068932
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164022,2026-08-28,8901988,-3338|-4927,passo da areia,113.24,480000.0,571864.9126658692,7,5.9922511138171295,200.0,17117,0.0374643698062107,,1.191385234720561,0.1913852347205609
APARTAMENTO,baseline,teste_reservado,166974,2026-09-11,5031885,-3341|-4932,santana,138.68,705000.0,570139.9270822271,12,11.25314370789746,1200.0,96700,0.2,,0.8087091164286909,0.19129088357130908
CASA / RESIDÊNCIA,baseline,teste_reservado,165097,2026-09-03,11123613,-3340|-4924,passo pedras,216.85,1150000.0,930162.9144695252,5,5.0,800.0,16815,0.1487989829969808,,0.8088373169300219,0.19116268306997808
CASA / RESIDÊNCIA,baseline,teste_reservado,161556,2026-08-14,10515984,-3354|-4933,guaruja,114.0,280000.0,333482.5219997914,5,5.0,800.0,16815,0.1487989829969808,,1.191009007142112,0.191009007142112
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164747,2026-09-02,10958738,-3348|-4936,vila assuncao,16.62,30000.0,35701.89478546524,7,6.926633694276494,200.0,17117,0.0374643698062107,,1.190063159515508,0.190063159515508
SALA COMERCIAL,baseline,teste_reservado,163424,2026-08-25,5892732,-3340|-4932,bom fim,57.46,160000.0,190299.9049669784,17,15.658722324339754,900.0,7886,0.2,,1.189374406043615,0.1893744060436151
APARTAMENTO,baseline,teste_reservado,167024,2026-09-18,9203427,-3334|-4930,farrapos,35.54,120000.0,142687.34992235128,12,11.999280306185216,1200.0,96700,0.2,,1.1890612493529273,0.18906124935292734
APARTAMENTO,baseline,teste_reservado,164149,2026-08-31,6509002,-3343|-4932,santo antonio,52.21,195000.0,158242.55439599644,12,11.032452274720695,1200.0,96700,0.2,,0.8115002789538279,0.18849972104617208
CASA / RESIDÊNCIA,baseline,teste_reservado,166469,2026-09-14,5118824,-3337|-4921,rubem berta,79.0,320000.0,259692.4160744916,5,5.0,800.0,16815,0.1487989829969808,,0.8115388002327862,0.18846119976721376
SALA COMERCIAL,baseline,teste_reservado,166895,2026-09-17,100100713,-3340|-4933,centro historic,35.09,301610.93,245105.8391278033,20,10.591249540799444,900.0,7886,0.2,,0.8126556923112943,0.1873443076887057
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161111,2026-08-12,8515522,-3340|-4930,bela vista,178.45,1450000.0,1178544.1380360802,7,6.930937833786161,200.0,17117,0.0374643698062107,,0.812789060714538,0.18721093928546195
SALA COMERCIAL,baseline,teste_reservado,166422,2026-09-15,1409360,-3340|-4934,centro historic,21.82,55000.0,65253.54419232604,20,10.7762354538798,900.0,7886,0.2,,1.1864280762241097,0.18642807622410973
APARTAMENTO,baseline,teste_reservado,160068,2026-08-05,1788558,-3340|-4932,moinhos vento,76.68,425000.0,345940.5665178644,16,11.88616090057952,1200.0,96700,0.2,,0.8139778035714457,0.18602219642855433
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163347,2026-08-26,8899452,-3342|-4932,santo antonio,95.57,555000.0,452283.7343369263,7,5.8841542013484265,200.0,17117,0.0374643698062107,,0.8149256474539213,0.18507435254607874
APARTAMENTO,baseline,teste_reservado,163580,2026-08-26,6230210,-3341|-4925,morro santana,59.16,210000.0,171304.22478481845,12,11.892350570684378,1200.0,96700,0.2,,0.8157344037372307,0.18426559626276928
