config,n,mdape,mape,p90_ape,median_ratio,cod,prd,mean_abs_log,rmse,score,prb
f900_w0.25_k8-24_e8,72,0.3166750629531562,1.292438667318552,1.331525488230368,1.0147830703227694,127.32324573773025,2.1129235333048055,0.4737219166552164,475610.82632400724,1.1734037385615064,-0.909292321411018
f900_w0.1_k12-25_e11,72,0.32474711381073595,1.291556316204077,1.125587079691797,0.9913617308463244,130.2810342599645,2.1226939889547456,0.46753001588925547,461648.34844388557,1.1739135149072253,-0.9508832528704809
f900_w0.25_k5-15_e5,72,0.32756070467320664,1.3009554385611408,1.3531467372495969,0.9971177970225007,130.471589459734,2.0789451348302466,0.48112423510121016,480571.2063852963,1.1746767001892007,-0.9370635705708164
f1350_w0.25_k12-36_e12,72,0.3361332656968696,1.3019033588030127,1.3002144548860175,1.0319939305853578,125.96266319975425,2.1237580868975083,0.46819605522911645,462546.22556594294,1.175442707059415,-0.9595022564658846
f900_w0.1_k12-12_e9.6,72,0.3217746524467394,1.2936200585030213,1.125587079691797,0.9913617308463244,130.4892067397699,2.125803129954661,0.46867831696251055,463267.94484140526,1.1763140686848557,-0.9556203134037108
f900_w0.1_k12-36_e12,72,0.32641174394091915,1.3044648864889565,1.104525451249997,1.0016275626138222,130.2345238069186,2.1430028062950464,0.46907863884170253,461526.2879771095,1.1765820811473948,-0.9497314832619943
f900_w0.25_k12-36_e12,72,0.3357763562008841,1.2921826456329246,1.2380985178681327,1.0299943146601531,125.36883684645576,2.142363395476719,0.4677538589374229,463362.8155275876,1.1769073973194966,-0.9377931027067147
f0_w0.25_k8-24_e8,72,0.31684444120409627,1.2897277515446783,1.3316971293738538,1.000696973058865,128.88294721251359,2.1341086230245128,0.47732465383805966,475054.90622854,1.1789049133724527,-0.9051197744678199
f1350_w0.25_k5-15_e5,72,0.3384868857700081,1.3122796540753234,1.3612200398767917,1.0075632517386874,130.23809210568135,2.079599505829222,0.48486122790494907,483475.53809393104,1.1803115199940168,-1.0202303766843364
f900_w0.25_k12-12_e9.6,72,0.33686087368147444,1.293773143529862,1.2642803452636209,1.0525261345249084,122.82316980630195,2.1288772798654376,0.469986387792154,466426.74511798064,1.1804382419428703,-0.9326055493092581
f450_w0.25_k8-24_e8,72,0.31680303178353286,1.2910636638456898,1.3316683246131498,1.000696973058865,129.01644539797604,2.1344637463018983,0.47866135627665457,475198.2618833261,1.1806585561341272,-0.9032781179889452
f0_w0.25_k12-36_e12,72,0.3357990537316588,1.2930195015851982,1.2355369929391733,1.0064107142055863,128.47320964685144,2.1568868188874832,0.47231927951419966,465446.1723254732,1.1810303773653792,-0.9342404889047721
f900_w0.25_k12-25_e11,72,0.33686087368147444,1.2946891495683812,1.2642803452636209,1.0525261345249084,122.91320225582561,2.1280821503536544,0.470890834889657,466364.16893908416,1.1813809867254244,-0.931122436120853
f450_w0.25_k12-36_e12,72,0.33576120796253145,1.294233505752076,1.235543945050626,1.0064084524338077,128.59412575548842,2.1553812006505066,0.47274867476097626,466430.73397625267,1.1814117915379199,-0.9340094091481693
f1350_w0.25_k8-24_e8,72,0.35973633782834014,1.3076255711323697,1.3332601893467737,1.0437286014910212,125.198983758327,2.0966619280885905,0.478400156839074,475737.6692597281,1.1829706249328058,-0.9374684363183629
f1800_w0.25_k12-36_e12,72,0.3180599132416402,1.331403823544663,1.3002620368994995,1.0336604634365754,128.52933963426992,2.1410288252304692,0.46512376888348594,459276.13526316255,1.1836435295699699,-0.9749194073855173
f0_w0.25_k12-12_e9.6,72,0.3368303226447992,1.2953732428132714,1.2021976286665481,1.0086359127715345,128.42822929572662,2.147593166476824,0.47802027583932766,474848.44508525816,1.1855641461827267,-0.934827180034134
f900_w0.25_k16-16_e12.8,72,0.3238025025021134,1.3021316558443712,1.15471929197333,0.9936161277894757,131.04773632815366,2.1835121507870805,0.464798290483374,465980.24333348713,1.186087128809592,-0.9394167353759469
f450_w0.25_k12-12_e9.6,72,0.3367952204097333,1.2963252401055314,1.2021519575505852,1.0086108357402637,128.52580937761803,2.146656278867825,0.4785568680272749,475282.1187389028,1.1861140846463054,-0.9349681110558022
